EngineCoolantTemperature;EngineLoad;RPM;IntakeManifoldPressure;MassAirFlow;IntakeAirTemperature;Speed;ShortTermFuelTrimBank1;ThrottlePosition;TimingAdvance
94;37,6;808;62;4,06;36;6;0,039;20,4;0,525
94;44,7;1292;32;1,97;36;0;0,016;19,2;0,549
94;39,6;791;33;4,27;36;0;-0,031;20,4;0,518
95;37,3;795;34;4,08;37;0;-0,023;20,4;0,541
95;52,5;1633;81;3;36;9;0,031;20,8;0,647
96;62,7;2349;72;6,77;35;24;0,055;24,7;0,616
96;86,3;2267;55;26,24;35;30;0,031;34,9;0,671
96;65,1;1548;43;14,44;34;34;-0,008;31;0,671
97;37,6;1704;21;8,64;35;30;-0,062;26,7;0,718
97;18,4;1330;28;3,42;35;14;0,102;20,4;0,737
97;34,1;790;65;3,75;36;16;-0,008;22;0,573
97;73,3;1630;20;17,95;35;21;0,023;32,5;0,647
97;17,3;1322;52;3,53;35;13;-0,008;19,2;0,655
97;78,4;1210;78;14,21;35;30;0,039;31,8;0,608
98;20,4;1723;70;13,71;34;35;0,031;31;0,761
98;84,7;1880;64;23,63;34;45;0,016;34,9;0,651
98;18,8;1675;57;9,88;34;47;0,023;28,2;0,627
98;65,1;1590;53;15,28;34;51;-0,07;31,8;0,675
98;63,1;1746;39;16,45;34;56;-0,016;31,8;0,682
98;16,1;1931;19;4,97;35;58;0;23,1;0,745
97;18,4;1940;20;5,27;35;55;0;23,1;0,635
97;17,3;1496;27;3,74;35;26;0,062;20,8;0,631
96;25,9;875;71;2,9;35;29;0,109;20,8;0,624
96;16,5;850;71;2,05;35;24;0,109;18,4;0,671
95;88,6;1325;54;15,77;35;32;-0,055;32,2;0,592
95;62,4;1675;52;15,53;34;39;-0,086;31,8;0,682
94;39,6;1989;31;11,17;34;41;0;29,4;0,714
94;34,5;2089;45;11,13;34;46;0,062;29,4;0,737
94;54,1;2282;49;18,75;34;48;-0,016;32,9;0,714
93;59,2;2388;37;20,97;34;50;-0,047;33,3;0,71
93;36,1;2444;53;13,24;34;49;0,031;30,6;0,753
93;18;1738;51;8,01;34;48;0,039;0;0,631
92;60,4;1319;51;11,14;34;50;0,047;29,8;0,659
92;44,3;1349;21;8,02;35;46;0;25,1;0,678
92;20,4;1138;30;3,57;35;23;0,039;18,8;0,588
92;71,4;1232;54;15,66;35;29;0,039;34,5;0,643
91;100;1671;73;28,68;34;44;0;39,2;0,561
91;59,6;2219;78;6,66;34;48;-0,008;23,5;0,678
91;96,5;1631;65;11,25;34;51;-0,031;35,3;0,616
91;78,8;1691;65;19,39;34;50;0,023;33,3;0,659
91;82,7;1644;52;19,88;34;49;0,023;33,7;0,647
91;17,3;1577;24;4,14;35;35;0,039;20,8;0,714
90;74,9;1260;43;14,88;34;48;0,062;31,8;0,639
90;43,1;1682;19;5,29;34;54;0;21,6;0,714
90;19,6;1812;19;5,17;35;52;0;23,1;0,631
89;17,3;1518;20;3,53;35;30;0,039;21,2;0,631
89;36,9;831;46;4,2;35;27;0,07;20,4;0,659
89;89,8;1482;70;21,43;34;41;0,008;34,9;0,616
89;76,9;2146;53;23,69;34;45;0,031;34,1;0,675
88;60;1519;75;18,77;34;48;-0,086;32,9;0,678
88;80,8;1676;31;17,68;34;46;-0,156;30,6;0,655
88;17,6;1630;20;4,3;34;45;0;21,6;0,643
88;19,6;1246;52;3,52;35;18;0,102;19,2;0,592
88;0;902;59;14,75;34;25;0,016;31,8;0,647
88;100;1414;82;24,99;34;43;0;40,8;0,541
88;98;2288;45;33,33;34;52;-0,07;37,6;0,651
88;69,4;1777;67;17,28;33;57;-0,039;32,5;0,675
88;80;1948;65;23,57;33;61;-0,055;34,5;0,667
88;78,8;2079;60;23,42;33;64;0,016;34,5;0,675
88;72,5;2103;60;22,38;33;62;0,016;34,1;0,682
88;72,9;2048;24;21,76;33;59;0,023;34,1;0,678
88;54,1;1939;49;15,7;33;60;0,055;31,8;0,698
88;58,4;2012;48;17,31;33;64;0,008;32,2;0,69
88;56,9;2128;40;16,85;33;65;0;31,8;0,698
88;44,3;2154;34;14,13;33;64;0;31;0,722
88;18,4;2077;19;5,89;33;46;0;23,9;0,655
88;19,2;1187;28;3,55;34;19;0,109;18,4;0,608
87;40,4;1678;23;11,26;33;26;0,07;29,4;0,608
87;60,8;1403;57;14,21;33;33;-0,016;31,8;0,678
87;70,2;1655;38;17,01;33;36;-0,031;32,5;0,67725
87;28,2;1719;59;7,05;33;35;0,055;25,5;0,6765
88;54,5;1797;21;10,69;33;25;0;28,2;0,675
88;20,8;1067;77;2,95;34;23;-0,016;18,4;0,58
88;83,5;1289;50;15,86;33;33;-0,008;32,2;0,604
89;51;1741;24;12,8;33;39;-0,039;30,2;0,698
89;18,8;1891;20;5,28;33;38;0;23,1;0,631
89;18,4;1841;19;5,05;34;27;0;22,7;0,631
89;20,4;879;32;3,83;34;12;0,125;20,4;0,678
89;38;773;64;4,33;35;4;-0,047;20,4;0,557
89;60,8;1552;51;14,29;33;18;-0,039;31,8;0,525
89;20,4;1961;21;11,16;33;15;-0,016;29;0,631
90;31;1065;21;4,69;34;14;0,008;20;0,659
90;20,4;1257;26;3,95;34;19;0,047;22,4;0,576
90;35,3;1733;33;10,53;33;25;0;29,4;0,741
90;20,4;2031;20;6,03;33;23;0;24,3;0,769
90;20;1942;20;5,68;34;21;0;23,9;0,631
90;28,6;1700;21;6,86;34;16;0;23,9;0,745
90;19,6;1203;33;3,83;34;14;0,117;20;0,694
102;0;0;100;0;49;0;0;29,4;0,631
102;0;0;24;0;47;0;0;23,9;0,631
102;42,7;1151;36;6,55;45;0;0;24,3;0,561
101;47,5;873;39;5,79;44;4;0,039;23,9;0,541
99;47,5;801;44;5,65;44;9;-0,016;24,7;0,533
98;43,9;747;39;4,54;45;11;-0,047;21,6;0,58
98;76,5;993;98;11,63;43;20;0;30,6;0,561
97;100;1872;49;25,26;43;20;0,031;35,3;0,592
96;61,2;1045;48;9,18;43;22;-0,023;27,8;0,6
95;83,1;1143;75;13,93;43;23;-0,055;32,2;0,584
95;45,5;1173;82;1,98;43;17;0,062;17,3;0,529
94;95,7;1608;84;22,64;43;28;-0,062;35,7;0,588
93;100;2645;66;40,81;43;31;0,031;39,2;0,651
92;85,5;1570;70;19,49;43;36;-0,062;33,7;0,631
91;88,6;1871;74;24,66;43;45;-0,008;35,3;0,643
91;89;2404;32;6,83;43;49;0,031;25,5;0,663
90;18,4;1609;20;4,32;43;40;0;22;0,631
90;22,7;943;43;3,16;44;25;0,125;21,6;0,596
89;96,5;1201;85;18,13;43;22;0;34,5;0,565
89;100;1098;87;16,49;42;24;-0,039;34,5;0,525
89;26,7;1194;65;1,97;43;16;-0,023;18,8;0,596
89;98,4;1615;21;23,83;43;25;0,047;35,7;0,616
89;22;1821;21;5;43;11;0,016;22,7;0,624
88;30,2;894;44;3,92;44;16;0,078;19,2;0,635
89;49,8;1441;20;10,47;43;20;0,062;29,4;0,651
89;44,7;865;35;4,74;44;16;-0,008;21,2;0,643
89;40;797;32;4,39;45;2;-0,023;20,8;0,537
89;38,8;796;33;4,13;45;0;-0,047;20,4;0,58
89;40;791;33;4,53;45;0;0;20,8;0,549
90;35,3;808;32;4,23;45;0;0;0;0,584
90;39,6;797;34;4,43;45;0;-0,047;20,8;0,573
90;39,2;808;32;4,17;45;0;-0,047;20,8;0,561
90;37,6;787;32;4,16;45;0;-0,047;20,4;0,576
90;38;805;33;4;45;0;-0,016;20,4;0,584
91;41,2;808;34;4,6;45;0;0;20,8;0,549
91;42;801;33;4,6;45;0;0;21,2;0,522
92;37,6;803;35;4,11;45;0;0,07;20;0,561
92;38;804;32;4,27;45;0;0,023;20,8;0,569
92;38,8;799;33;4,3;45;0;0,016;20,4;0,565
93;36,9;800;32;3,97;45;3;0,016;20,4;0,557
93;38,4;821;46;4,26;46;6;-0,039;20,4;0,561
94;40,4;815;31;4,65;45;11;-0,039;20,8;0,525
94;43,1;827;35;4,55;45;13;-0,086;21,2;0,529
94;37,3;821;29;4,27;46;20;-0,023;20,4;0,541
95;41,2;775;34;4,61;45;18;-0,07;21,2;0,541
95;40,4;1535;36;8,77;44;23;0,008;27,5;0,729
95;39,2;1965;33;11,46;43;27;-0,07;29,8;0,725
94;37,3;2336;20;12,74;43;28;-0,055;30,6;0,745
94;27,1;2245;31;9,32;43;27;0,07;27,8;0,769
94;45,1;2377;39;15,93;42;33;-0,016;31,8;0,725
93;20;2323;53;6,03;42;36;-0,008;25,9;0,643
93;67,5;1903;57;18,96;42;44;-0,047;33,3;0,671
92;67,1;2264;55;22,5;41;51;0,031;34,1;0,682
92;63,9;2598;53;24,48;41;58;-0,023;34,5;0,694
92;61,2;2955;49;26,94;41;67;0,055;35,3;0,698
91;0;3364;31;27,18;41;71;0;35,3;0,702
91;39,6;2383;38;14,23;40;72;0,008;31;0,745
90;42,4;2388;20;15,38;40;66;0,031;31,4;0,737
90;19,6;2133;20;6,37;41;52;0;24,7;0,635
89;19,2;1316;27;3,57;42;17;0,109;19,6;0,741
89;45,9;1243;56;10,23;41;24;0,078;29,8;0,639
88;63,9;2173;50;20,5;40;35;-0,008;33,3;0,682
88;23,1;2900;44;7,76;40;38;0,062;25,9;0,725
87;55,7;1948;47;16,47;39;43;-0,086;31,8;0,69
87;54,1;2171;46;17,4;39;47;-0,078;32,5;0,702
87;55,3;2322;47;19,31;39;50;-0,016;32,9;0,71
86;19,2;2438;19;6,8;40;32;0;25,5;0,788
86;18,8;1210;45;3,37;41;20;0,109;18;0,604
86;60,8;1785;58;17,32;39;28;-0,023;32,5;0,686
86;67,1;2468;53;24,5;39;33;-0,078;34,5;0,694
85;63,9;2802;53;27,18;39;36;-0,016;35,3;0,694
86;61,2;3020;51;27,18;38;38;-0,016;35,3;0,702
86;60,8;3201;52;28,82;38;40;-0,016;35,7;0,702
86;21,2;3234;22;9,22;38;25;0;27,8;0,761
86;57,3;2041;55;18,94;38;32;0,062;32,9;0,671
86;58,4;2952;34;27,06;38;44;-0,039;35,3;0,706
86;24,7;3720;20;14,11;38;46;0;31;0,722
87;25,9;2023;20;8,13;38;49;0,125;27,1;0,765
87;23,1;2431;21;8,52;38;50;0,062;27,5;0,78
87;18,4;2371;20;6,8;39;40;0;25,5;0,639
87;19,2;1843;21;5,14;39;25;0;22,7;0,631
86;31,8;848;29;3,25;40;14;0,016;18,8;0,678
86;46,7;1389;45;9,58;38;25;0,023;28,2;0,667
86;49,4;2260;45;16,87;38;32;0,039;32,2;0,714
86;20,4;2540;54;7,3;37;37;0,07;25,5;0,537
86;66,7;1919;57;19,22;37;45;-0,109;32,9;0,675
86;64,7;2305;54;22,32;37;52;-0,008;34,1;0,694
87;63,9;2650;50;9,28;37;57;0,047;27,5;0,698
87;58,4;1933;46;16,62;37;61;0,008;32,2;0,69
87;19,6;2034;19;5,92;37;51;0;24,3;0,773
87;17,6;1585;21;4,29;38;42;0;21,6;0,631
87;42,4;1083;36;8,74;37;40;0,008;29;0,643
86;40;2001;20;11,88;37;34;-0,086;29,8;0,718
86;17,6;1466;36;3,54;38;1;0,047;20,8;0,631
86;44,3;787;35;4,8;39;0;0,117;22;0,506
86;37,3;809;33;4,28;39;0;-0,031;20;0,565
86;38,8;792;32;4,05;39;0;-0,016;20,4;0,557
87;38,8;797;34;4,39;40;0;-0,047;20,4;0,565
87;37,6;817;32;4,06;40;0;0,031;20,4;0,557
87;40;794;35;4,32;40;0;0,016;20,8;0,565
87;38,4;793;34;4,07;40;0;-0,023;20,4;0,592
88;40;788;33;4,29;40;0;-0,023;20,4;0,604
88;38,4;793;33;4,36;40;0;-0,023;20,4;0,545
89;38;806;32;4,25;40;0;-0,031;20,4;0,58
89;39,6;799;32;4,35;40;0;0;20,4;0,565
89;39,2;796;32;4,3;40;0;0,008;20,4;0,557
90;38;789;43;4,51;39;6;0,016;20,8;0,561
90;41,6;1564;35;11,04;38;16;-0,07;29,4;0,612
91;37,6;2564;49;14,44;37;22;0,031;31,4;0,757
91;58,8;1992;46;17,35;37;31;-0,07;32,5;0,686
92;20;1964;41;5,66;37;34;0,047;31;0,635
92;18;1647;21;11,25;38;23;0;23,1;0,655
92;18,8;960;93;2,69;38;27;0,039;18,8;0,686
93;100;1235;87;20,38;37;31;0,055;37,3;0,51
93;100;1677;82;25,2;36;41;0,016;36,5;0,6
93;99,2;2132;77;31,72;36;48;0,008;37,6;0,639
93;89,4;2419;62;32,56;36;53;-0,07;37,3;0,671
93;74,5;2670;53;29,21;36;59;-0,016;35,7;0,682
93;18,4;2887;25;8,46;36;54;0,039;27,1;0,804
93;18,8;2828;20;8,08;36;50;0;26,7;0,643
92;18,8;2289;20;6,6;37;42;0;25,1;0,635
92;17,6;1870;52;5,25;37;36;0;23,1;0,631
92;69,8;1858;49;19,45;36;43;0,062;33,3;0,675
92;19,2;2062;44;5,91;36;38;0,055;24,3;0,722
91;18,4;1755;28;4,5;37;27;0;22;0,671
91;80;1393;58;16,7;36;35;-0,055;32,5;0,639
91;29,4;1774;59;11,21;36;41;0,039;29,8;0,749
91;71;2052;58;21,56;36;47;-0,031;33,7;0,678
91;68,6;2384;54;24,43;36;53;-0,039;34,5;0,694
90;52,9;2622;30;20,8;35;54;0,023;33,3;0,718
90;19,2;2109;18;5,61;35;51;0,094;23,9;0,6745
90;19,2;1690;20;4,8;36;48;0;22,7;0,631
90;17,6;1586;21;4,19;37;40;0;22;0,631
89;20;1272;21;3,43;37;36;0,125;20;0,608
89;79,6;1217;21;14,86;36;37;0,023;32,2;0,678
89;72,5;1282;55;12,78;36;40;-0,055;31;0,6545
88;80;1394;65;16,22;36;46;-0,008;32,2;0,631
88;77,6;1593;48;18,24;35;53;-0,047;32,9;0,655
88;50,6;1817;40;13,54;35;58;-0,078;30,6;0,702
88;46,7;1974;40;13,64;35;61;0,031;30,6;0,706
87;46,3;2030;47;6,62;35;61;-0,016;23,1;0,71
87;57,3;1666;19;14,08;35;60;-0,016;31;0,69
86;18;1593;20;4,17;36;54;0;22;0,631
86;18;1453;40;3,89;36;52;0,039;21,2;0,612
85;48,6;1441;43;10,24;36;52;0,062;29;0,686
85;56,1;1453;49;11,67;35;54;0,039;29,8;0,675
85;52,5;1503;20;9,87;36;53;-0,055;24,7;0,682
84;18,4;1411;49;3,9;36;50;0,148;20,8;0,639
84;65,5;1393;55;13,16;35;53;0,016;30,6;0,659
84;63,5;1470;54;13,69;35;56;0,008;31;0,667
84;61,6;1543;40;14,05;35;57;0;31;0,678
83;47,1;1565;38;10,81;35;58;0,039;29,4;0,702
83;44,7;1596;39;10,54;35;58;0,039;29;0,714
83;44,7;1607;38;10,58;35;58;-0,008;29;0,714
83;46,7;1554;47;10,99;35;56;0,039;29,4;0,702
82;54,1;1518;42;12,2;35;56;0,023;30,2;0,682
82;48,2;1534;18;10,73;35;55;0,031;29,4;0,698
82;17,6;1438;45;3,84;35;48;0;20,8;0,612
82;51,8;1313;48;9,85;35;48;0;28,2;0,667
81;54,5;1336;20;10,72;35;41;-0,016;29,4;0,667
81;16,1;823;48;4,42;36;40;0,039;20,4;0,678
81;66,3;1366;65;13,55;35;45;-0,031;31;0,655
81;75,3;1570;61;17,17;35;52;-0,086;32,5;0,659
81;71,4;1774;51;18,92;35;57;-0,031;32,9;0,671
81;60,8;1912;20;17,2;35;52;-0,07;32,2;0,686
81;17,3;1563;54;3,99;35;46;0;21,6;0,631
81;69,8;1559;57;15,87;35;50;0;31,8;0,671
81;68,6;1712;56;17,37;35;55;-0,062;32,5;0,675
81;66,7;1849;57;18,85;34;58;0;32,9;0,678
81;72,9;1971;68;21,87;34;61;0,016;34,1;0,678
81;83,5;2054;54;25,3;34;59;0,016;35,3;0,671
81;57,6;1933;19;16,21;34;52;-0,039;31,8;0,69
81;80;1756;70;20,09;34;54;0,062;33,7;0,667
81;84,7;1780;66;22,09;34;54;-0,031;34,5;0,655
82;80,8;1820;47;21,67;34;56;0,031;34,1;0,663
82;17,6;1836;38;4,81;34;54;0,031;22,7;0,686
82;40;1795;35;8,74;34;52;0;25,1;0,722
82;45,9;1760;20;12,01;34;52;0,07;29,8;0,714
82;18,4;1684;46;4,38;35;53;0,031;22;0,631
82;52,5;1798;45;13,88;34;56;-0,008;31;0,702
81;51,8;1870;45;14,22;34;57;-0,047;31;0,702
81;18,4;1872;18;5,47;34;52;0,062;26,3;0,694
82;18;1694;45;4,47;34;50;0,055;22;0,631
82;51;1644;49;12,6;34;48;-0,031;30,2;0,694
82;60;1600;40;13,91;33;48;-0,031;31;0,682
82;13,7;1605;20;3,76;34;35;0;21,6;0,749
82;21,2;1120;53;3,58;34;36;-0,055;18,8;0,573
82;58;1257;34;10,12;34;40;0,031;24,7;0,647
82;40,4;1396;34;8,09;34;46;0,031;26,7;0,694
82;38;1582;31;8,99;34;52;-0,023;27,5;0,722
82;36,5;1750;31;9,41;34;55;0,031;27,8;0,729
82;34,9;1863;32;9,7;34;57;0,031;28,2;0,733
82;40,8;1910;20;11,42;34;58;0,008;29,8;0,722
82;19,2;1861;19;5,32;34;47;0;23,1;0,631
82;17,6;1584;35;4,39;34;49;0,047;22;0,627
82;42,4;1637;50;10,3;33;50;-0,016;28,6;0,718
82;65,5;1647;53;16,06;33;50;-0,086;31,8;0,678
82;57,3;1688;48;14,29;33;51;-0,039;31;0,69
82;56,5;1711;47;14,47;33;53;-0,016;31;0,69
82;18;1692;20;4,63;33;34;0;22;0,765
82;19,2;956;36;2,88;34;9;0,031;19,6;0,631
82;40,4;792;32;4,52;35;0;0,023;20,4;0,529
83;35,7;813;32;4,08;35;0;0,039;20;0,553
83;36,5;795;34;4,26;35;0;0,039;20,4;0,557
83;37,3;788;33;4,11;35;0;0,039;20,4;0,573
83;39,2;790;36;4,14;35;0;-0,016;20,4;0,576
83;43,9;920;45;6,63;34;6;0,023;26,3;0,541
83;51;1443;40;11,28;33;17;0,023;29,4;0,592
83;18,4;2464;47;6,49;33;23;-0,016;24,7;0,647
82;62;2054;50;19,02;33;32;-0,062;32,9;0,682
83;59,2;2787;46;24,92;33;39;-0,023;34,5;0,71
83;52,9;3349;56;13,56;33;42;0,031;29,8;0,71
84;63,1;2144;50;19,98;32;47;-0,047;33,3;0,686
84;59,6;2378;51;21,59;32;51;0;33,7;0,706
84;74,1;2586;20;28,96;32;56;0,016;35,7;0,69
85;46,7;1866;46;16,17;32;58;0;31,8;0,741
85;19,6;1876;20;5,3;33;51;0;23,5;0,737
85;59,2;1683;66;16,07;32;53;0,07;32,5;0,694
85;83,1;1766;68;21,72;32;53;0,023;34,1;0,655
85;82,7;1788;52;18,73;32;53;0;32,9;0,659
85;60,4;1860;53;17,03;32;58;-0,031;32,2;0,686
85;60,8;1949;69;20,82;32;63;-0,023;34,1;0,686
85;81,2;2123;65;25,65;32;68;-0,031;35,3;0,675
85;79,6;2285;62;27,13;32;73;-0,039;35,7;0,682
84;71,4;2461;58;26,53;32;77;0,023;34,9;0,698
84;68,6;2595;19;26,64;32;75;-0,039;34,9;0,698
84;20;2317;20;6,84;33;63;0;25,5;0,635
84;40;2114;80;16,74;32;67;0,062;32,5;0,729
84;100;2261;81;35,29;32;71;0,023;38,4;0,671
84;91;2383;21;10,03;33;61;-0,039;26,3;0,655
83;19,6;2018;66;6,12;33;68;-0,008;29,8;0,631
83;77,6;2326;20;27,08;33;72;0,016;35,3;0,682
83;19,2;2226;21;6,49;33;61;0;24,7;0,635
83;19,6;1849;19;11,25;33;50;0;23,1;0,627
83;18;1623;19;4,3;33;42;0;22;0,631
82;18,8;1367;20;3,87;34;29;0,039;20,8;0,604
82;18,4;938;28;2,11;34;22;0,133;18;0,678
82;41,6;779;36;3,77;34;10;0;20;0,584
82;47,1;696;20;6,92;33;8;0,039;27,5;0,553
82;14,9;900;50;4,26;33;13;0;22;0,624
82;56,5;1557;60;13;33;22;-0,031;29,8;0,741
82;72,5;2053;63;11,25;33;28;0,016;34,1;0,678
82;80,8;1458;67;17,63;33;36;-0,109;32,9;0,635
82;82,7;1915;65;23,5;32;45;-0,078;34,5;0,663
82;79,6;2292;58;27,21;32;48;-0,008;35,7;0,682
83;82,4;1678;67;20,32;32;53;0,023;33,7;0,659
83;84,3;1799;67;22,65;32;57;0,023;34,5;0,659
84;84,3;1911;68;23,51;32;59;0,031;34,9;0,663
84;82;1987;67;24,18;32;62;0,031;34,9;0,667
84;81,6;2143;43;26,39;32;70;-0,031;35,3;0,675
84;41,2;2278;42;14,74;32;73;0,062;31;0,733
84;47,8;2413;42;17,59;32;71;-0,016;32,2;0,729
84;49,8;2342;43;17,21;32;68;-0,016;32,2;0,725
84;18,4;2219;20;6,1;32;62;0;24,3;0,769
84;18,8;2006;25;5,67;32;54;0;23,5;0,635
84;71;1855;47;19,89;32;58;0,07;33,7;0,675
83;18,4;1907;18;5,11;32;51;0;23,1;0,635
83;81,6;1754;28;21,43;31;57;0,07;33,7;0,663
83;18,4;1720;19;4,52;32;25;0,031;21,6;0,635
83;51;799;88;3,91;32;23;0,047;20,4;0,604
84;100;1282;81;21,5;31;38;0;37,3;0,522
84;100;2054;73;31,64;31;47;0,039;38;0,627
84;91,8;1650;74;22,46;31;57;-0,062;34,9;0,631
84;78;2109;38;22,2;30;68;-0,039;32,9;0,675
84;49;2299;39;17,05;30;70;-0,016;32,2;0,722
84;19,2;2212;19;6,29;31;57;0;24,7;0,635
84;19,2;1876;18;5,38;31;55;0,062;23,1;0,631
84;18,8;1806;18;5,12;31;52;0;23,1;0,631
84;17,6;1689;20;4,49;31;42;0;22;0,631
84;18,8;1271;32;3,44;32;20;0,117;20;0,612
83;37,6;769;32;4,22;32;3;0,047;20,4;0,561
83;42;794;34;4,17;33;0;0,039;20,4;0,635
83;37,6;799;32;4,23;33;0;-0,016;20,4;0,584
84;41,6;797;36;4,55;32;4;0,039;20,8;0,549
84;43,5;1503;40;8,58;31;16;0;25,9;0,612
84;48,6;1825;47;13,02;31;25;-0,016;30,6;0,661
84;54,1;2323;33;18,66;31;33;-0,039;32,5;0,71
84;60,8;1688;55;14,97;30;40;-0,031;31,4;0,686
84;19,2;1740;49;4,91;30;44;0,039;27,8;0,608
85;59,2;1495;50;13,04;30;48;0,023;30,6;0,678
85;57,3;1621;20;13,98;30;49;0,008;31;0,69
85;18,4;1555;20;4,31;31;32;0,031;21,6;0,631
85;20,8;1001;31;3,14;32;16;0;18;0,635
85;38,4;779;35;4,26;32;0;-0,07;20,4;0,525
85;41,2;807;38;4,82;32;3;-0,023;21,2;0,537
85;45,9;1819;21;10,72;31;17;-0,039;29;0,616
85;46,3;1703;37;11,38;31;27;0,031;29,4;0,714
85;42,4;2343;21;15,68;31;31;-0,055;31,8;0,737
85;62,4;1537;67;14,54;30;37;-0,062;31,4;0,69
85;81,6;1902;78;23,42;30;40;0,039;34,5;0,667
85;100;1363;84;21,66;30;44;0,039;36,1;0,549
86;100;1494;80;23,11;30;49;0,047;36,1;0,573
86;94,9;1669;77;23,98;30;55;0,023;35,7;0,62
87;93,7;1875;79;26,56;30;61;0,023;36,1;0,647
87;95,7;2039;77;29,19;30;63;0,023;36,9;0,647
87;82,7;2129;63;25;30;64;0;34,9;0,675
87;76,5;2151;21;24,86;30;35;-0,094;34,9;0,682
87;42;764;79;4,58;31;21;0,039;23,5;0,671
87;74,5;1262;76;13,52;30;27;0,039;30,6;0,624
88;90,2;1482;68;20,49;30;39;0,039;34,5;0,612
88;79,2;2114;46;25;30;50;-0,055;35,3;0,675
88;18,8;2485;45;7,17;30;52;0,047;25,9;0,639
88;52,9;1781;19;14,04;31;51;0;27,5;0,702
88;18;1658;20;4,44;31;40;0;22;0,631
88;18;1257;26;3,51;31;29;0,039;20;0,592
88;40,8;660;44;3,67;32;8;-0,008;20,4;0,529
88;42,7;732;33;4,58;32;0;0,055;21,2;0,502
88;39,2;785;32;4,44;32;0;0,047;20,4;0,549
88;34,5;809;33;4,04;32;0;-0,023;20;0,557
89;49,8;895;58;9,96;31;10;0,008;29,4;0,529
89;19,6;1715;60;4,2;31;21;-0,016;20,8;0,627
89;79,6;1906;29;26,56;31;33;-0,055;36,1;0,675
89;62,7;1696;52;15,29;31;36;-0,109;31,8;0,686
89;67,8;1823;58;18,76;30;40;-0,0545;32,9;0,686
90;21,2;1928;45;5,63;31;33;0;23,9;0,737
90;26,3;1650;45;11,25;31;36;0,062;29;0,761
90;53,7;1825;46;14,72;30;42;0,055;31,4;0,698
91;52,9;2113;45;17,14;30;47;-0,07;32,2;0,698
91;49,8;2384;20;18,22;31;48;-0,008;32,5;0,725
91;43,5;2382;37;15,65;30;53;0,062;31,8;0,733
91;42,7;2657;20;17,39;30;56;-0,039;32,2;0,745
91;19,2;2728;18;7,99;31;55;0;26,7;0,643
91;19,2;2679;19;7,7;31;51;0;26,7;0,639
91;19,2;2180;18;6,16;31;33;0;24,7;0,635
91;17,3;1489;20;3,96;31;22;0;21,2;0,624
91;18,4;925;34;3,92;32;4;0,062;20,4;0,655
91;45,5;775;47;4,63;32;9;0,07;21,2;0,553
91;51;1947;50;15,45;31;18;0;31,8;0,702
91;69;1832;56;19,43;31;32;-0,07;33,3;0,678
91;20,4;1932;67;15,11;31;38;0,031;32,2;0,631
91;78;2005;53;23,77;31;45;0;34,5;0,671
92;73,7;1521;63;16,92;31;50;-0,047;32,5;0,659
92;73,3;1681;61;18,46;30;54;-0,008;32,9;0,671
92;75,3;1846;63;20,46;30;59;-0,039;33,7;0,671
92;68,6;2010;35;21,04;30;62;-0,031;33,7;0,675
92;18,4;2010;19;5,59;31;57;0;23,5;0,635
92;18,4;1822;42;6,76;31;57;0,117;27,8;0,635
92;48,2;1843;42;13,19;31;57;0,07;30,6;0,71
92;52,9;1919;46;15,33;31;60;-0,039;31,4;0,698
92;52,2;2046;46;16,04;31;63;-0,047;31,8;0,698
92;51,8;2103;45;16,64;31;65;0,008;31,8;0,702
92;48,6;2171;20;7,06;31;64;0;24,3;0,714
92;18,8;2086;21;6,04;31;58;0;24,3;0,635
92;17,3;1743;42;4,5;31;49;0;22,4;0,631
92;49;1665;42;12,25;31;51;0;30,2;0,698
91;51,4;1712;45;13,13;31;53;0;30,6;0,698
91;51,4;1767;43;13,65;31;54;-0,055;30,6;0,702
91;50,2;1830;69;13,89;31;59;0,023;31;0,706
91;79,6;2026;51;24,68;31;64;-0,031;34,9;0,671
91;48,2;2155;20;13,25;31;62;0,023;30,2;0,706
91;18,8;1890;18;4,45;31;58;0,094;21,6;0,635
91;17,3;1557;41;4,2;31;55;0;21,6;0,627
91;59,6;1518;55;13,73;31;58;0;31;0,686
91;63,9;1590;38;14,95;31;59;0,008;31,4;0,678
91;18;1507;55;3,83;31;54;0,016;21,6;0,624
90;18;1285;21;3,34;31;46;0,125;20;0,6
90;78,8;1254;90;16,12;31;49;0,102;32,9;0,635
90;100;1378;91;22,59;31;52;0,062;37,3;0,537
91;100;1476;89;23,62;31;56;-0,008;37,3;0,557
91;63,5;1554;21;5;31;55;0;21,2;0,58
91;17,6;1466;21;3,95;32;50;0;21,2;0,616
91;19,2;1325;21;3,79;32;46;0,031;20,8;0,596
91;21,6;1140;44;3,76;32;22;0,016;19,2;0,576
91;100;611;75;9,72;32;31;0,016;45,1;0,475
91;60,8;1248;58;12,73;32;41;0,039;31;0,686
91;65,1;1462;20;13,8;32;40;-0,07;31;0,663
90;25,5;872;23;4,45;32;28;-0,023;21,6;0,675
90;21,2;1264;64;3,94;32;22;0,023;20,4;0,588
90;78;1147;67;13,04;32;29;-0,031;31,4;0,592
90;80,8;1586;69;19,07;31;39;-0,031;33,3;0,647
89;79,6;2068;46;24,38;31;47;-0,078;34,9;0,675
89;24,7;2270;26;8,61;31;43;0;25,9;0,773
89;18,8;2105;32;6,15;31;40;0,094;26,7;0,678
